         4230830 function calls (4160770 primitive calls) in 29.786 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 _funcsigs.py:183(__new__)
       17    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 backend_managers.py:46(ToolManager)
       15    0.000    0.000    0.000    0.000 transforms.py:987(minposy)
        1    0.000    0.000    0.000    0.000 transforms.py:1646(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:2393(CompositeGenericTransform)
        2    0.000    0.000    0.000    0.000 validate.py:995(is_list)
       26    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:586(rv_generic)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 table.py:146(keys)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
       15    0.000    0.000    0.000    0.000 runner.py:39(__call__)
        1    0.000    0.000    0.000    0.000 tree.py:542(Link)
        1    0.000    0.000    0.000    0.000 core.py:1677(UnrecognizedUnit)
       28    0.000    0.000    0.000    0.000 axis.py:363(<dictcomp>)
        3    0.000    0.000    0.000    0.000 core.py:250(add_enabled_equivalencies)
        2    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 ucd.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:22(lil_matrix)
        1    0.000    0.000    0.000    0.000 zipfile.py:709(ZipFile)
        1    0.000    0.000    0.000    0.000 generic_lextab.py:2(<module>)
        4    0.000    0.000    0.000    0.000 figure.py:165(__call__)
        1    0.000    0.000    0.000    0.000 {posix.waitpid}
        2    0.000    0.000    0.000    0.000 __init__.py:360(_FuncPtr)
       32    0.000    0.000    0.000    0.000 pyparsing.py:294(__getitem__)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 backend_tools.py:34(ToolBase)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
        1    0.000    0.000    0.000    0.000 row.py:13(Row)
        1    0.000    0.000    0.000    0.000 ticker.py:489(ScalarFormatter)
        3    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
       41    0.000    0.000    0.000    0.000 quantity_helper.py:470(<genexpr>)
        1    0.000    0.000    0.000    0.000 mac_roman.py:33(getregentry)
        6    0.000    0.000    0.000    0.000 figure.py:1450(<genexpr>)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 collections.py:865(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 scandir.py:454(PosixDirEntry)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3110(__init__)
        9    0.000    0.000    0.000    0.000 string.py:310(join)
       32    0.000    0.000    0.000    0.000 scale.py:65(__init__)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
       12    0.000    0.000    0.000    0.000 backend_pdf.py:280(__hash__)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        2    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        1    0.000    0.000    0.000    0.000 check.py:5(<module>)
       12    0.000    0.000    0.000    0.000 pprint.py:145(_get_pprint_size)
        1    0.000    0.000    0.000    0.000 <string>:1(_Version)
       17    0.000    0.000    0.000    0.000 backend_agg.py:267(get_canvas_width_height)
        8    0.000    0.000    0.000    0.000 core.py:227(equivalencies)
        1    0.000    0.000    0.000    0.000 core.py:1480(TimeDelta)
        1    0.000    0.000    0.000    0.000 dok.py:30(dok_matrix)
        1    0.000    0.000    0.000    0.000 lex.py:449(get_caller_module_dict)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
       24    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        4    0.000    0.000    0.000    0.000 core.py:89(doc_note)
        1    0.000    0.000    0.000    0.000 rrule.py:1409(_rrulestr)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:353(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 base64.py:258(b16encode)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:60(cubehelix)
        2    0.000    0.000    0.000    0.000 figure.py:933(get_facecolor)
        1    0.000    0.000    0.000    0.000 pickle_helpers.py:5(<module>)
        5    0.000    0.000    0.000    0.000 core.py:138(_reset_units)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 core.py:375(DefaultSplitter)
       22    0.000    0.000    0.000    0.000 spines.py:155(get_path)
        4    0.000    0.000    0.000    0.000 constant.py:139(__quantity_subclass__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3143(__init__)
       12    0.000    0.000    0.000    0.000 copy.py:226(_deepcopy_list)
        1    0.000    0.000    0.000    0.000 tree.py:1870(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(__init__)
        1    0.000    0.000    0.000    0.000 column.py:249(_AsciiColumnFormat)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
       13    0.000    0.000    0.000    0.000 axis.py:1377(get_major_locator)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1606(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
       62    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        1    0.000    0.000    0.000    0.000 column.py:1017(MaskedColumn)
        2    0.000    0.000    0.000    0.000 ticker.py:2072(subs)
        1    0.000    0.000    0.000    0.000 ticker.py:1302(PercentFormatter)
        1    0.000    0.000    0.000    0.000 bezier.py:152(BezierSegment)
        2    0.000    0.000    0.000    0.000 {_codecs.charmap_build}
       24    0.000    0.000    0.000    0.000 table.py:1416(ColumnClass)
        2    0.000    0.000    0.000    0.000 table.py:602(_check_names_dtype)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        1    0.000    0.000    0.000    0.000 afm.py:329(AFM)
        1    0.000    0.000    0.000    0.000 kde.py:42(gaussian_kde)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3162(__init__)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       24    0.000    0.000    0.000    0.000 dviread.py:133(_dispatch)
        1    0.000    0.000    0.000    0.000 mrecords.py:110(MaskedRecords)
        1    0.000    0.000    0.000    0.000 multiarray.py:9(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1815(Hermite)
        1    0.000    0.000    0.000    0.000 __init__.py:544(_wrap_binary_strfunc)
        5    0.000    0.000    0.000    0.000 lex.py:251(input)
        1    0.000    0.000    0.000    0.000 extras.py:1431(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:332(remove)
        1    0.000    0.000    0.000    0.000 column.py:149(_BaseColumnFormat)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1231(TimerBase)
       13    0.000    0.000    0.000    0.000 _base.py:283(_setdefaults)
        1    0.000    0.000    0.000    0.000 ssl.py:530(SSLSocket)
       14    0.000    0.000    0.000    0.000 ticker.py:293(set_locs)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Page)
        1    0.000    0.000    0.000    0.000 __init__.py:37(_is_astropy_setup)
       22    0.000    0.000    0.000    0.000 scale.py:47(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        8    0.000    0.000    0.000    0.000 backports_abc.py:24(get_mro)
       45    0.000    0.000    0.000    0.000 decorator.py:59(__iter__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:557(__init__)
       18    0.000    0.000    0.000    0.000 scale.py:284(get_transform)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        2    0.000    0.000    0.000    0.000 __init__.py:25(get_projection_class)
        2    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ModeResult)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 groups.py:88(GroupData)
        1    0.000    0.000    0.000    0.000 <string>:1(Font)
        1    0.000    0.000    0.000    0.000 column.py:193(_ColumnFormat)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:33(<module>)
        2    0.000    0.000    0.000    0.000 _base.py:930(set_axes_locator)
        5    0.000    0.000    0.000    0.000 fractions.py:280(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
       19    0.000    0.000    0.000    0.000 runner.py:106(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 backports_abc.py:45(Generator)
        1    0.000    0.000    0.000    0.000 {built-in method activateWindow}
        1    0.000    0.000    0.000    0.000 __init__.py:1519(_register)
       17    0.000    0.000    0.000    0.000 _distn_infrastructure.py:863(_argcheck)
        1    0.000    0.000    0.000    0.000 font_manager.py:606(FontProperties)
       39    0.000    0.000    0.000    0.000 _base.py:365(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 core.py:670(BaseData)
        1    0.000    0.000    0.000    0.000 <string>:1(CacheInfo)
        4    0.000    0.000    0.000    0.000 rcsetup.py:612(validate_bbox)
        1    0.000    0.000    0.000    0.000 <string>:1(DescribeResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2941(__str__)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:129(_Backend)
        6    0.000    0.000    0.000    0.000 figure.py:759(set_canvas)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(__init__)
       15    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
       21    0.000    0.000    0.000    0.000 legend.py:736(_get_loc)
        4    0.000    0.000    0.000    0.000 rcsetup.py:492(update_savefig_format)
        2    0.000    0.000    0.000    0.000 {restoreOverrideCursor}
        1    0.000    0.000    0.000    0.000 _backports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Text)
        1    0.000    0.000    0.000    0.000 _multivariate.py:178(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3158(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        4    0.000    0.000    0.000    0.000 StringIO.py:119(read)
       12    0.000    0.000    0.000    0.000 column.py:250(parent_table)
        1    0.000    0.000    0.000    0.000 _internal.py:226(_ctypes)
        9    0.000    0.000    0.000    0.000 column.py:418(__init__)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
       12    0.000    0.000    0.000    0.000 mathtext.py:626(get_underline_thickness)
        1    0.000    0.000    0.000    0.000 configobj.py:460(Section)
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 column.py:1665(_AsciiColDefs)
        4    0.000    0.000    0.000    0.000 {_struct.unpack}
        4    0.000    0.000    0.000    0.000 rcsetup.py:854(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 ssl.py:511(_get_https_context_factory)
        1    0.000    0.000    0.000    0.000 _constraints.py:9(NonlinearConstraint)
       17    0.000    0.000    0.000    0.000 <string>:2(_parse_args)
        2    0.000    0.000    0.000    0.000 _base.py:2952(set_axis_on)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        4    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
        2    0.000    0.000    0.000    0.000 _util.py:156(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 <string>:1(LinregressResult)
        8    0.000    0.000    0.000    0.000 {math.copysign}
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(RelfreqResult)
        1    0.000    0.000    0.000    0.000 <string>:1(CumfreqResult)
        1    0.000    0.000    0.000    0.000 widgets.py:1956(RectangleSelector)
        2    0.000    0.000    0.000    0.000 core.py:125(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method setIconSize}
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        1    0.000    0.000    0.000    0.000 validate.py:840(is_float)
       51    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(MetricInfo)
        2    0.000    0.000    0.000    0.000 numeric.py:1871(set_string_function)
        3    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        1    0.000    0.000    0.000    0.000 interpolate.py:345(interp1d)
        1    0.000    0.000    0.000    0.000 polar.py:274(ThetaTick)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
       45    0.000    0.000    0.000    0.000 backend_pdf.py:2198(flipy)
        1    0.000    0.000    0.000    0.000 tree.py:1804(ParamRef)
       20    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 transforms.py:1914(Affine2D)
        1    0.000    0.000    0.000    0.000 index.py:52(Index)
        1    0.000    0.000    0.000    0.000 data.py:156(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
       10    0.000    0.000    0.000    0.000 legend_handler.py:157(get_numpoints)
        1    0.000    0.000    0.000    0.000 <string>:1(_XYPair)
        4    0.000    0.000    0.000    0.000 rcsetup.py:625(validate_sketch)
        1    0.000    0.000    0.000    0.000 <string>:1(manifest_mod)
        1    0.000    0.000    0.000    0.000 backend_tools.py:509(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 <string>:1(AndersonResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3289(__init__)
        3    0.000    0.000    0.000    0.000 blas.py:236(find_best_blas_type)
        1    0.000    0.000    0.000    0.000 httplib.py:710(HTTPConnection)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 tree.py:1580(Param)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.putmask}
        1    0.000    0.000    0.000    0.000 <string>:1(Mean)
        9    0.000    0.000    0.000    0.000 rcsetup.py:299(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1400(__init__)
        5    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(SpearmanrResult)
        6    0.000    0.000    0.000    0.000 backend_pdf.py:130(_string_escape)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 weakref.py:148(get)
        1    0.000    0.000    0.000    0.000 <string>:1(BinnedStatistic2dResult)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 fits.py:20(Fits)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Box)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1313(rv_continuous)
        1    0.000    0.000    0.000    0.000 groups.py:17(Group)
        1    0.000    0.000    0.000    0.000 core.py:519(BaseHeader)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:226(DifferentialEvolutionSolver)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3214(set_history_buttons)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 <string>:1(HistogramResult)
        2    0.000    0.000    0.000    0.000 StringIO.py:54(__init__)
        1    0.000    0.000    0.000    0.000 saxutils.py:199(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 backend_mixed.py:12(MixedModeRenderer)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:834(vode)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.000    0.000 converters.py:1167(Boolean)
        7    0.000    0.000    0.000    0.000 mathtext.py:108(__init__)
        2    0.000    0.000    0.000    0.000 generic.py:223(p_factor)
        1    0.000    0.000    0.000    0.000 _funcsigs.py:439(Signature)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:188(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3725(__init__)
        3    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 <string>:1(BinnedStatisticResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3437(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
        1    0.000    0.000    0.000    0.000 __init__.py:663(Handler)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 <string>:1(KruskalResult)
        1    0.000    0.000    0.000    0.000 threading.py:552(_Event)
        1    0.000    0.000    0.000    0.000 <string>:1(BinnedStatisticddResult)
       14    0.000    0.000    0.000    0.000 table.py:746(<genexpr>)
        1    0.000    0.000    0.000    0.000 sorted_array.py:31(SortedArray)
        1    0.000    0.000    0.000    0.000 <string>:1(KendalltauResult)
       38    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 nonstandard.py:16(FitsHDU)
        1    0.000    0.000    0.000    0.000 <string>:1(Anderson_ksampResult)
        2    0.000    0.000    0.000    0.000 figure.py:1925(add_axobserver)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:444(__init__)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.000    0.000 mathtext.py:754(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 fitpack2.py:70(UnivariateSpline)
        4    0.000    0.000    0.000    0.000 __init__.py:396(_wrap)
        1    0.000    0.000    0.000    0.000 _bsplines.py:46(BSpline)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 serializer.py:104(HTMLSerializer)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 formats.py:98(TimeFormat)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(Logger)
        1    0.000    0.000    0.000    0.000 cm.py:171(ScalarMappable)
        1    0.000    0.000    0.000    0.000 __init__.py:701(createLock)
        8    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 <string>:1(Power_divergenceResult)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3547(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:270(max)
        5    0.000    0.000    0.000    0.000 rcsetup.py:577(validate_svg_fonttype)
       20    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 feedparser.py:158(FeedParser)
       38    0.000    0.000    0.000    0.000 core.py:1434(is_unity)
        1    0.000    0.000    0.000    0.000 <string>:1(SkewtestResult)
        6    0.000    0.000    0.000    0.000 _subplots.py:123(get_subplotspec)
        1    0.000    0.000    0.000    0.000 __init__.py:191(_Flavour)
        9    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_indResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_1sampResult)
        1    0.000    0.000    0.000    0.000 subprocess.py:1050(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 <string>:1(SigmaclipResult)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 fitsrec.py:24(FITS_record)
        1    0.000    0.000    0.000    0.000 _multivariate.py:260(multivariate_normal_gen)
       12    0.000    0.000    0.000    0.000 mathtext.py:1470(is_slanted)
        1    0.000    0.000    0.000    0.000 colors.py:1533(LightSource)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 <string>:1(PointbiserialrResult)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        2    0.000    0.000    0.000    0.000 mac_roman.py:14(decode)
        1    0.000    0.000    0.000    0.000 _funcsigs.py:342(BoundArguments)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:544(WorkingSet)
        1    0.000    0.000    0.000    0.000 <string>:1(AnsariResult)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:38(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 transforms.py:1242(Transform)
        1    0.000    0.000    0.000    0.000 <string>:1(F_onewayResult)
        2    0.000    0.000    0.000    0.000 gridspec.py:143(_normalize)
        1    0.000    0.000    0.000    0.000 <string>:1(FriedmanchisquareResult)
        1    0.000    0.000    0.000    0.000 validate.py:8(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Variance)
        1    0.000    0.000    0.000    0.000 axis.py:2134(YAxis)
        1    0.000    0.000    0.000    0.000 base.py:880(_ValidHDU)
        2    0.000    0.000    0.000    0.000 {built-in method setSpacing}
        5    0.000    0.000    0.000    0.000 _base.py:1287(get_aspect)
        1    0.000    0.000    0.000    0.000 plistlib.py:393(PlistParser)
        1    0.000    0.000    0.000    0.000 <string>:1(KurtosistestResult)
       11    0.000    0.000    0.000    0.000 rcsetup.py:642(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:107(_entry_from_axes)
        1    0.000    0.000    0.000    0.000 core.py:111(_UnitRegistry)
        1    0.000    0.000    0.000    0.000 <string>:1(NormaltestResult)
        1    0.000    0.000    0.000    0.000 core.py:2528(MaskedIterator)
        1    0.000    0.000    0.000    0.000 <string>:1(KstestResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Ks_2sampResult)
        1    0.000    0.000    0.000    0.000 <string>:1(MannwhitneyuResult)
        1    0.000    0.000    0.000    0.000 transforms.py:2180(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 interpolate.py:1332(BPoly)
        1    0.000    0.000    0.000    0.000 <string>:1(WilcoxonResult)
        1    0.000    0.000    0.000    0.000 tree.py:291(_IDProperty)
        1    0.000    0.000    0.000    0.000 Queue.py:21(Queue)
        4    0.000    0.000    0.000    0.000 fractions.py:273(__str__)
        1    0.000    0.000    0.000    0.000 _base.py:143(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 offsetbox.py:142(OffsetBox)
        1    0.000    0.000    0.000    0.000 constructor.py:15(BaseConstructor)
        1    0.000    0.000    0.000    0.000 <string>:1(BartlettResult)
        1    0.000    0.000    0.000    0.000 lex.py:115(Lexer)
        1    0.000    0.000    0.000    0.000 yacc.py:285(LRParser)
        1    0.000    0.000    0.000    0.000 {PyQt5.QtCore.pyqtSlot}
        1    0.000    0.000    0.000    0.000 <string>:1(WeightedTauResult)
       14    0.000    0.000    0.000    0.000 gridspec.py:428(get_gridspec)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3873(__str__)
        1    0.000    0.000    0.000    0.000 tz.py:1151(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 transforms.py:1826(Affine2DBase)
        1    0.000    0.000    0.000    0.000 weakref.py:310(__new__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1287(dirichlet_gen)
        7    0.000    0.000    0.000    0.000 legend.py:1142(get_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 console.py:501(ProgressBar)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 transforms.py:445(extents)
        1    0.000    0.000    0.000    0.000 widgets.py:2382(EllipseSelector)
        1    0.000    0.000    0.000    0.000 plistlib.py:151(DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 nonlin.py:692(LowRankMatrix)
       37    0.000    0.000    0.000    0.000 backend_pdf.py:295(__init__)
        5    0.000    0.000    0.000    0.000 backend_pdf.py:2259(capstyle_cmd)
        7    0.000    0.000    0.000    0.000 backend_pdf.py:277(__lt__)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
       26    0.000    0.000    0.000    0.000 quantity_helper.py:11(_d)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
        1    0.000    0.000    0.000    0.000 tree.py:1738(FieldRef)
        1    0.000    0.000    0.000    0.000 core.py:6084(MaskedConstant)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_relResult)
       15    0.000    0.000    0.000    0.000 runner.py:35(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:399(_ymd)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:33(getregentry)
        2    0.000    0.000    0.000    0.000 gridspec.py:391(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 re.py:290(filter)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(LeveneResult)
        2    0.000    0.000    0.000    0.000 __init__.py:969(__iter__)
        1    0.000    0.000    0.000    0.000 callbacks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(FlignerResult)
        1    0.000    0.000    0.000    0.000 utf_16_be.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:550(FigureManagerQT)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2087(_get_output_canvas)
